"tax_id","parent_id","rank","tax_name","root","root_","root__","root___","superkingdom","superkingdom_","superkingdom__","superkingdom___","superkingdom____","kingdom","kingdom_","kingdom__","kingdom___","kingdom____","kingdom_____","phylum","phylum_","phylum__","subphylum","class","class_","class__","subclass","order","order_","order__","suborder","family","family_","family__","subfamily","genus","genus_","species","species_","subspecies","subspecies_"
"1","1","root","root","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12908","1","root_","unclassified sequences","1","12908","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"151659","12908","root__","environmental samples <unclassified,environmental samples,unclassified sequences>","1","12908","151659","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"358574","151659","species","uncultured microorganism","1","12908","151659","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","358574","","",""
"408169","12908","root__","metagenomes <scientific name>","1","12908","408169","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"410657","408169","root___","ecological metagenomes","1","12908","408169","410657","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"408172","410657","species","marine metagenome","1","12908","408169","410657","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","408172","","",""
"131567","1","root_","cellular organisms","1","131567","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","131567","superkingdom","Bacteria <bacteria>","1","131567","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1224","2","phylum","Proteobacteria","1","131567","","","2","","","","","","","","","","","1224","","","","","","","","","","","","","","","","","","","","",""
"1236","1224","class","Gammaproteobacteria","1","131567","","","2","","","","","","","","","","","1224","","","","1236","","","","","","","","","","","","","","","","",""
"118884","1236","class_","unclassified Gammaproteobacteria","1","131567","","","2","","","","","","","","","","","1224","","","","1236","118884","","","","","","","","","","","","","","","",""
"33811","118884","class__","unclassified Gammaproteobacteria (miscellaneous)","1","131567","","","2","","","","","","","","","","","1224","","","","1236","118884","33811","","","","","","","","","","","","","","",""
"1913989","33811","species","Gammaproteobacteria bacterium","1","131567","","","2","","","","","","","","","","","1224","","","","1236","118884","33811","","","","","","","","","","","","1913989","","",""
"1553900","1224","class","Oligoflexia","1","131567","","","2","","","","","","","","","","","1224","","","","1553900","","","","","","","","","","","","","","","","",""
"213481","1553900","order","Bdellovibrionales","1","131567","","","2","","","","","","","","","","","1224","","","","1553900","","","","213481","","","","","","","","","","","","",""
"404130","213481","order_","unclassified Bdellovibrionales","1","131567","","","2","","","","","","","","","","","1224","","","","1553900","","","","213481","404130","","","","","","","","","","","",""
"1797386","404130","species","Bdellovibrionales bacterium GWB1_55_8","1","131567","","","2","","","","","","","","","","","1224","","","","1553900","","","","213481","404130","","","","","","","","","1797386","","",""
"1797396","404130","species","Bdellovibrionales bacterium RIFOXYC1_FULL_39_130","1","131567","","","2","","","","","","","","","","","1224","","","","1553900","","","","213481","404130","","","","","","","","","1797396","","",""
"1797397","404130","species","Bdellovibrionales bacterium RIFOXYC1_FULL_54_43","1","131567","","","2","","","","","","","","","","","1224","","","","1553900","","","","213481","404130","","","","","","","","","1797397","","",""
"1797398","404130","species","Bdellovibrionales bacterium RIFOXYC12_FULL_39_17","1","131567","","","2","","","","","","","","","","","1224","","","","1553900","","","","213481","404130","","","","","","","","","1797398","","",""
"1797405","404130","species","Bdellovibrionales bacterium RIFOXYD12_FULL_39_22","1","131567","","","2","","","","","","","","","","","1224","","","","1553900","","","","213481","404130","","","","","","","","","1797405","","",""
"1797406","404130","species","Bdellovibrionales bacterium RIFOXYB1_FULL_39_21","1","131567","","","2","","","","","","","","","","","1224","","","","1553900","","","","213481","404130","","","","","","","","","1797406","","",""
"2053517","404130","species","Bdellovibrionales bacterium","1","131567","","","2","","","","","","","","","","","1224","","","","1553900","","","","213481","404130","","","","","","","","","2053517","","",""
"28211","1224","class","Alphaproteobacteria","1","131567","","","2","","","","","","","","","","","1224","","","","28211","","","","","","","","","","","","","","","","",""
"204455","28211","order","Rhodobacterales","1","131567","","","2","","","","","","","","","","","1224","","","","28211","","","","204455","","","","","","","","","","","","",""
"31989","204455","family","Rhodobacteraceae","1","131567","","","2","","","","","","","","","","","1224","","","","28211","","","","204455","","","","31989","","","","","","","","",""
"152161","31989","genus","Stappia","1","131567","","","2","","","","","","","","","","","1224","","","","28211","","","","204455","","","","31989","","","","152161","","","","",""
"2629676","152161","genus_","unclassified Stappia","1","131567","","","2","","","","","","","","","","","1224","","","","28211","","","","204455","","","","31989","","","","152161","2629676","","","",""
"2003585","2629676","species","Stappia sp. TSB10P1A","1","131567","","","2","","","","","","","","","","","1224","","","","28211","","","","204455","","","","31989","","","","152161","2629676","2003585","","",""
"2676790","31989","genus","Acidimangrovimonas","1","131567","","","2","","","","","","","","","","","1224","","","","28211","","","","204455","","","","31989","","","","2676790","","","","",""
"765699","2676790","species","Acidimangrovimonas indica","1","131567","","","2","","","","","","","","","","","1224","","","","28211","","","","204455","","","","31989","","","","2676790","","765699","","",""
"356","28211","order","Rhizobiales","1","131567","","","2","","","","","","","","","","","1224","","","","28211","","","","356","","","","","","","","","","","","",""
"41294","356","family","Bradyrhizobiaceae","1","131567","","","2","","","","","","","","","","","1224","","","","28211","","","","356","","","","41294","","","","","","","","",""
"374","41294","genus","Bradyrhizobium","1","131567","","","2","","","","","","","","","","","1224","","","","28211","","","","356","","","","41294","","","","374","","","","",""
"2631580","374","genus_","unclassified Bradyrhizobium","1","131567","","","2","","","","","","","","","","","1224","","","","28211","","","","356","","","","41294","","","","374","2631580","","","",""
"196490","2631580","species","Bradyrhizobium sp. Ai1a-2","1","131567","","","2","","","","","","","","","","","1224","","","","28211","","","","356","","","","41294","","","","374","2631580","196490","","",""
"68525","1224","subphylum","delta/epsilon subdivisions","1","131567","","","2","","","","","","","","","","","1224","","","68525","","","","","","","","","","","","","","","","","",""
"28221","68525","class","Deltaproteobacteria","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","","","","","","","","","","","","","",""
"213115","28221","order","Desulfovibrionales","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213115","","","","","","","","","","","","",""
"194924","213115","family","Desulfovibrionaceae","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213115","","","","194924","","","","","","","","",""
"1912771","194924","genus","Halodesulfovibrio","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213115","","","","194924","","","","1912771","","","","",""
"2035811","194924","genus","Pseudodesulfovibrio","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213115","","","","194924","","","","2035811","","","","",""
"1716143","2035811","species","Pseudodesulfovibrio indicus","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213115","","","","194924","","","","2035811","","1716143","","",""
"182210","2035811","species","Pseudodesulfovibrio aespoeensis","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213115","","","","194924","","","","2035811","","182210","","",""
"2125990","2035811","species","Pseudodesulfovibrio hydrargyri","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213115","","","","194924","","","","2035811","","2125990","","",""
"57320","2035811","species","Pseudodesulfovibrio profundus","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213115","","","","194924","","","","2035811","","57320","","",""
"2661612","2035811","genus_","unclassified Pseudodesulfovibrio","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213115","","","","194924","","","","2035811","2661612","","","",""
"2283629","2661612","species","Pseudodesulfovibrio sp. S3","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213115","","","","194924","","","","2035811","2661612","2283629","","",""
"2582836","194924","genus","Desulfohalovibrio","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213115","","","","194924","","","","2582836","","","","",""
"293256","2582836","species","Desulfohalovibrio alkalitolerans","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213115","","","","194924","","","","2582836","","293256","","",""
"2582840","194924","genus","Desulfocurvibacter","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213115","","","","194924","","","","2582840","","","","",""
"873","2582840","species","Desulfocurvibacter africanus","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213115","","","","194924","","","","2582840","","873","","",""
"1511600","873","subspecies","Desulfocurvibacter africanus subsp. africanus","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213115","","","","194924","","","","2582840","","873","","1511600",""
"1121435","1511600","subspecies_","Desulfocurvibacter africanus subsp. africanus DSM 2603","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213115","","","","194924","","","","2582840","","873","","1511600","1121435"
"700595","194924","genus","Desulfocurvus","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213115","","","","194924","","","","700595","","","","",""
"399548","700595","species","Desulfocurvus vexinensis","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213115","","","","194924","","","","700595","","399548","","",""
"1121406","399548","species_","Desulfocurvus vexinensis DSM 17965","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213115","","","","194924","","","","700595","","399548","1121406","",""
"872","194924","genus","Desulfovibrio","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213115","","","","194924","","","","872","","","","",""
"102109","872","species","Desulfovibrio inopinatus","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213115","","","","194924","","","","872","","102109","","",""
"221711","872","species","Desulfovibrio brasiliensis","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213115","","","","194924","","","","872","","221711","","",""
"1294020","221711","species_","Desulfovibrio brasiliensis JCM 12178","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213115","","","","194924","","","","872","","221711","1294020","",""
"241368","872","species","Desulfovibrio ferrophilus","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213115","","","","194924","","","","872","","241368","","",""
"270496","872","species","Desulfovibrio putealis","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213115","","","","194924","","","","872","","270496","","",""
"370038","872","species","Desulfovibrio marinus","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213115","","","","194924","","","","872","","370038","","",""
"376490","872","species","Desulfovibrio bizertensis","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213115","","","","194924","","","","872","","376490","","",""
"45629","872","species","Desulfovibrio halophilus","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213115","","","","194924","","","","872","","45629","","",""
"1121450","45629","species_","Desulfovibrio halophilus DSM 5663","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213115","","","","194924","","","","872","","45629","1121450","",""
"54767","872","species","Desulfovibrio indonesiensis","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213115","","","","194924","","","","872","","54767","","",""
"63560","872","species","Desulfovibrio oxyclinae","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213115","","","","194924","","","","872","","63560","","",""
"876","872","species","Desulfovibrio desulfuricans","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213115","","","","194924","","","","872","","876","","",""
"889","872","species","Desulfovibrio longus","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213115","","","","194924","","","","872","","889","","",""
"2593640","872","genus_","unclassified Desulfovibrio","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213115","","","","194924","","","","872","2593640","","","",""
"1961405","2593640","species","Desulfovibrio sp. UBA1335","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213115","","","","194924","","","","872","2593640","1961405","","",""
"1961408","2593640","species","Desulfovibrio sp. UBA6079","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213115","","","","194924","","","","872","2593640","1961408","","",""
"1961411","2593640","species","Desulfovibrio sp. UBA7315","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213115","","","","194924","","","","872","2593640","1961411","","",""
"885","2593640","species","Desulfovibrio sp.","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213115","","","","194924","","","","872","2593640","885","","",""
"941449","2593640","species","Desulfovibrio sp. X2","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213115","","","","194924","","","","872","2593640","941449","","",""
"231685","194924","family_","unclassified Desulfovibrionaceae","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213115","","","","194924","231685","","","","","","","",""
"1961567","231685","species","Desulfovibrionaceae bacterium UBA6814","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213115","","","","194924","231685","","","","","1961567","","",""
"2049043","231685","species","Desulfovibrionaceae bacterium","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213115","","","","194924","231685","","","","","2049043","","",""
"213116","213115","family","Desulfomicrobiaceae","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213115","","","","213116","","","","","","","","",""
"898","213116","genus","Desulfomicrobium","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213115","","","","213116","","","","898","","","","",""
"29503","898","species","Desulfomicrobium escambiense","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213115","","","","213116","","","","898","","29503","","",""
"52560","898","species","Desulfomicrobium apsheronum","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213115","","","","213116","","","","898","","52560","","",""
"52561","898","species","Desulfomicrobium norvegicum","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213115","","","","213116","","","","898","","52561","","",""
"899","898","species","Desulfomicrobium baculatum","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213115","","","","213116","","","","898","","899","","",""
"2630422","898","genus_","unclassified Desulfomicrobium","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213115","","","","213116","","","","898","2630422","","","",""
"1961404","2630422","species","Desulfomicrobium sp. UBA5193","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213115","","","","213116","","","","898","2630422","1961404","","",""
"213117","213115","family","Desulfohalobiaceae","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213115","","","","213117","","","","","","","","",""
"488937","213117","genus","Desulfonatronospira","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213115","","","","213117","","","","488937","","","","",""
"488939","488937","species","Desulfonatronospira thiodismutans","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213115","","","","213117","","","","488937","","488939","","",""
"2629452","488937","genus_","unclassified Desulfonatronospira","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213115","","","","213117","","","","488937","2629452","","","",""
"1962951","2629452","species","Desulfonatronospira sp.","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213115","","","","213117","","","","488937","2629452","1962951","","",""
"2293857","2629452","species","Desulfonatronospira sp. MSAO_Bac3","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213115","","","","213117","","","","488937","2629452","2293857","","",""
"53244","213117","genus","Desulfonatronovibrio","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213115","","","","213117","","","","53244","","","","",""
"53245","53244","species","Desulfonatronovibrio hydrogenovorans","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213115","","","","213117","","","","53244","","53245","","",""
"2635380","53244","genus_","unclassified Desulfonatronovibrio","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213115","","","","213117","","","","53244","2635380","","","",""
"2099676","2635380","species","Desulfonatronovibrio sp.","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213115","","","","213117","","","","53244","2635380","2099676","","",""
"224380","213115","family","Desulfonatronaceae","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213115","","","","224380","","","","","","","","",""
"66848","224380","genus","Desulfonatronum","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213115","","","","224380","","","","66848","","","","",""
"1256678","66848","species","Desulfonatronum zhilinae","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213115","","","","224380","","","","66848","","1256678","","",""
"159290","66848","species","Desulfonatronum thiodismutans","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213115","","","","224380","","","","66848","","159290","","",""
"617001","66848","species","Desulfonatronum thioautotrophicum","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213115","","","","224380","","","","66848","","617001","","",""
"617002","66848","species","Desulfonatronum thiosulfatophilum","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213115","","","","224380","","","","66848","","617002","","",""
"66849","66848","species","Desulfonatronum lacustre","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213115","","","","224380","","","","66848","","66849","","",""
"2625428","66848","genus_","unclassified Desulfonatronum","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213115","","","","224380","","","","66848","2625428","","","",""
"2109626","2625428","species","Desulfonatronum sp. SC1","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213115","","","","224380","","","","66848","2625428","2109626","","",""
"213118","28221","order","Desulfobacterales","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213118","","","","","","","","","","","","",""
"213119","213118","family","Desulfobacteraceae","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213118","","","","213119","","","","","","","","",""
"109169","213119","genus","Desulfofaba","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213118","","","","213119","","","","109169","","","","",""
"157842","109169","species","Desulfofaba hansenii","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213118","","","","213119","","","","109169","","157842","","",""
"115780","213119","genus","Desulfotignum","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213118","","","","213119","","","","115780","","","","",""
"115781","115780","species","Desulfotignum balticum","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213118","","","","213119","","","","115780","","115781","","",""
"190898","115780","species","Desulfotignum phosphitoxidans","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213118","","","","213119","","","","115780","","190898","","",""
"1246635","213119","genus","Desulfamplus","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213118","","","","213119","","","","1246635","","","","",""
"1246637","1246635","species","Desulfamplus magnetovallimortis","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213118","","","","213119","","","","1246635","","1246637","","",""
"1303912","213119","genus","Desulfatitalea","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213118","","","","213119","","","","1303912","","","","",""
"2634581","1303912","genus_","unclassified Desulfatitalea","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213118","","","","213119","","","","1303912","2634581","","","",""
"1629708","2634581","species","Desulfatitalea sp. BRH_c12","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213118","","","","213119","","","","1303912","2634581","1629708","","",""
"1549126","213119","genus","Desulfatiglans","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213118","","","","213119","","","","1549126","","","","",""
"2289","213119","genus","Desulfobacter","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213118","","","","213119","","","","2289","","","","",""
"2295","213119","genus","Desulfobacterium","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213118","","","","213119","","","","2295","","","","",""
"2298","2295","species","Desulfobacterium vacuolatum","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213118","","","","213119","","","","2295","","2298","","",""
"1121400","2298","species_","Desulfobacterium vacuolatum DSM 3385","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213118","","","","213119","","","","2295","","2298","1121400","",""
"2299","213119","genus","Desulfosarcina","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213118","","","","213119","","","","2299","","","","",""
"90730","2299","species","Desulfosarcina cetonica","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213118","","","","213119","","","","2299","","90730","","",""
"28222","213119","genus","Desulfobacula","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213118","","","","213119","","","","28222","","","","",""
"90732","28222","species","Desulfobacula phenolica","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213118","","","","213119","","","","28222","","90732","","",""
"2593536","28222","genus_","unclassified Desulfobacula","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213118","","","","213119","","","","28222","2593536","","","",""
"1232437","2593536","species","Desulfobacula sp. TS","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213118","","","","213119","","","","28222","2593536","1232437","","",""
"2593537","2593536","species","Desulfobacula sp.","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213118","","","","213119","","","","28222","2593536","2593537","","",""
"497721","213119","genus","Desulfoluna","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213118","","","","213119","","","","497721","","","","",""
"419481","497721","species","Desulfoluna spongiiphila","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213118","","","","213119","","","","497721","","419481","","",""
"53328","213119","genus","Desulfospira","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213118","","","","213119","","","","53328","","","","",""
"53329","53328","species","Desulfospira joergensenii","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213118","","","","213119","","","","53328","","53329","","",""
"896","213119","genus","Desulfococcus","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213118","","","","213119","","","","896","","","","",""
"125602","896","species","Desulfococcus biacutus","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213118","","","","213119","","","","896","","125602","","",""
"897","896","species","Desulfococcus multivorans","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213118","","","","213119","","","","896","","897","","",""
"1121405","897","species_","Desulfococcus multivorans DSM 2059","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213118","","","","213119","","","","896","","897","1121405","",""
"231684","213119","family_","unclassified Desulfobacteraceae","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213118","","","","213119","231684","","","","","","","",""
"1805128","231684","species","Desulfobacteraceae bacterium CG2_30_51_40","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213118","","","","213119","231684","","","","","1805128","","",""
"1961528","231684","species","Desulfobacteraceae bacterium UBA2130","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213118","","","","213119","231684","","","","","1961528","","",""
"1961529","231684","species","Desulfobacteraceae bacterium UBA2156","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213118","","","","213119","231684","","","","","1961529","","",""
"1961538","231684","species","Desulfobacteraceae bacterium UBA5616","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213118","","","","213119","231684","","","","","1961538","","",""
"1961540","231684","species","Desulfobacteraceae bacterium UBA5681","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213118","","","","213119","231684","","","","","1961540","","",""
"1972443","231684","species","Desulfobacteraceae bacterium 4572_87","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213118","","","","213119","231684","","","","","1972443","","",""
"2049433","231684","species","Desulfobacteraceae bacterium","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213118","","","","213119","231684","","","","","2049433","","",""
"213121","213118","family","Desulfobulbaceae","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213118","","","","213121","","","","","","","","",""
"109168","213121","genus","Desulfotalea","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213118","","","","213121","","","","109168","","","","",""
"2640636","109168","genus_","unclassified Desulfotalea","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213118","","","","213121","","","","109168","2640636","","","",""
"2030813","2640636","species","Desulfotalea sp.","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213118","","","","213121","","","","109168","2640636","2030813","","",""
"40413","213121","genus","Desulforhopalus","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213118","","","","213121","","","","40413","","","","",""
"91360","40413","species","Desulforhopalus singaporensis","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213118","","","","213121","","","","40413","","91360","","",""
"1121418","91360","species_","Desulforhopalus singaporensis DSM 12130","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213118","","","","213121","","","","40413","","91360","1121418","",""
"429014","213121","genus","Desulfopila","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213118","","","","213121","","","","429014","","","","",""
"2622240","429014","genus_","unclassified Desulfopila","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213118","","","","213121","","","","429014","2622240","","","",""
"2569540","2622240","species","Desulfopila sp. IMCC35004","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213118","","","","213121","","","","429014","2622240","2569540","","",""
"2569541","2622240","species","Desulfopila sp. IMCC35005","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213118","","","","213121","","","","429014","2622240","2569541","","",""
"2569542","2622240","species","Desulfopila sp. IMCC35006","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213118","","","","213121","","","","429014","2622240","2569542","","",""
"51194","213121","genus","Desulfofustis","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213118","","","","213121","","","","51194","","","","",""
"51195","51194","species","Desulfofustis glycolicus","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213118","","","","213121","","","","51194","","51195","","",""
"53318","213121","genus","Desulfocapsa","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213118","","","","213121","","","","53318","","","","",""
"893","213121","genus","Desulfobulbus","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213118","","","","213121","","","","893","","","","",""
"160661","893","species","Desulfobulbus mediterraneus","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213118","","","","213121","","","","893","","160661","","",""
"231447","893","species","Desulfobulbus japonicus","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213118","","","","213121","","","","893","","231447","","",""
"894","893","species","Desulfobulbus propionicus","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213118","","","","213121","","","","893","","894","","",""
"2642396","893","genus_","unclassified Desulfobulbus","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213118","","","","213121","","","","893","2642396","","","",""
"1536652","2642396","species","Desulfobulbus sp. Tol-SR","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213118","","","","213121","","","","893","2642396","1536652","","",""
"895","2642396","species","Desulfobulbus sp.","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213118","","","","213121","","","","893","2642396","895","","",""
"231686","213121","family_","unclassified Desulfobulbaceae","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213118","","","","213121","231686","","","","","","","",""
"1092813","231686","species","Desulfobulbaceae bacterium PR2_D12","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213118","","","","213121","231686","","","","","1092813","","",""
"1629713","231686","species","Desulfobulbaceae bacterium BRH_c16a","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213118","","","","213121","231686","","","","","1629713","","",""
"1869305","231686","species","Desulfobulbaceae bacterium S3730MH12","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213118","","","","213121","231686","","","","","1869305","","",""
"1869306","231686","species","Desulfobulbaceae bacterium S5133MH15","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213118","","","","213121","231686","","","","","1869306","","",""
